0,Female,Male,Mag,Paladyn,Tancerz ostrzy,Tropiciel,Wojownik,Łowca
https://Data/Skins/vip/587080_2.gif,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
https://Data/Skins/spec/valczemyna.gif,0.11764705882352941,0.8823529411764706,0.0,0.17647058823529413,0.23529411764705882,0.47058823529411764,0.058823529411764705,0.058823529411764705
https://Data/Skins/clan/zorza_10200m.gif,0.0,1.0,0.42424242424242425,0.24242424242424243,0.09090909090909091,0.06060606060606061,0.18181818181818182,0.0
https://Data/Skins/vip/3239014.gif,0.0,1.0,0.0,0.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.0
https://Data/Skins/clan/zorza_10200f.gif,1.0,0.0,0.7142857142857143,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285
https://Data/Skins/clan/jaruna_1574f.gif,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
https://Data/Skins/clan/infinity_93m.gif,0.0,1.0,0.0,0.125,0.25,0.375,0.125,0.125
https://Data/Skins/vip/7872004_2.gif,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
https://Data/Skins/paid/kuf_wojbykm.gif,0.06597222222222222,0.9340277777777778,0.1527777777777778,0.2881944444444444,0.0798611111111111,0.1076388888888889,0.2986111111111111,0.07291666666666667
https://Data/Skins/vip/8373346.gif,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
https://Data/Skins/vip/8677205.gif,0.0,1.0,0.0,0.5,0.0,0.25,0.25,0.0
https://Data/Skins/spec/prorok.gif,0.10909090909090909,0.8909090909090909,0.2727272727272727,0.09090909090909091,0.14545454545454545,0.14545454545454545,0.14545454545454545,0.2
https://Data/Skins/clan/nubes_7m.gif,0.0,1.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.5555555555555556,0.0
https://Data/Skins/paid/kuf_xiii-low-m.gif,0.08088235294117647,0.9191176470588235,0.1323529411764706,0.18382352941176472,0.0661764705882353,0.22058823529411764,0.16176470588235295,0.23529411764705882
https://Data/Skins/vip/6520526.gif,1.0,0.0,0.75,0.0,0.0,0.125,0.0,0.125
https://Data/Skins/spec/w18-outm3.gif,0.023809523809523808,0.9761904761904762,0.19642857142857142,0.18452380952380953,0.13690476190476192,0.16071428571428573,0.18452380952380953,0.13690476190476192
https://Data/Skins/paid/kuf_konopni_out.gif,0.5,0.5,0.2727272727272727,0.3181818181818182,0.0,0.09090909090909091,0.22727272727272727,0.09090909090909091
https://Data/Skins/clan/nerthus_467m.gif,0.0,1.0,0.3333333333333333,0.4166666666666667,0.0,0.0,0.25,0.0
https://Data/Skins/vip/4954002.gif,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0
https://Data/Skins/paid/w20-pir-out1m.gif,0.0,1.0,0.0,0.5,0.125,0.0,0.375,0.0
https://Data/Skins/paid/w20-pir-out1k.gif,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
https://Data/Skins/paid/krasn_out_m.gif,0.0,1.0,0.1,0.3,0.0,0.0,0.5,0.1
https://Data/Skins/clan/pandora_20349m.gif,0.0,1.0,0.25225225225225223,0.15315315315315314,0.13513513513513514,0.12612612612612611,0.2702702702702703,0.06306306306306306
https://Data/Skins/clan/ertill_156m.gif,0.0,1.0,0.0,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.0
https://Data/Skins/spec/wielk_1m.gif,0.06153846153846154,0.9384615384615385,0.18461538461538463,0.16153846153846155,0.15384615384615385,0.14615384615384616,0.23846153846153847,0.11538461538461539
https://Data/Skins/paid/wiel20-mes-4.gif,0.0,1.0,0.25,0.0,0.25,0.0,0.5,0.0
https://Data/Skins/paid/kuf_tropuszom.gif,0.03875968992248062,0.9612403100775194,0.18604651162790697,0.12403100775193798,0.05426356589147287,0.26356589147286824,0.16279069767441862,0.20930232558139536
https://Data/Skins/vip/nokowaty.gif,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0
https://Data/Skins/vip/4313762.gif,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
https://Data/Skins/paid/kuf_paltarok.gif,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.041666666666666664,0.0,0.375,0.08333333333333333
https://Data/Skins/paid/kuf_paltarom.gif,0.05755395683453238,0.9424460431654677,0.2446043165467626,0.2517985611510791,0.06474820143884892,0.05755395683453238,0.33093525179856115,0.050359712230215826
https://Data/Skins/clan/classic_20869m.gif,0.0,1.0,0.0,0.25,0.0,0.125,0.5,0.125
https://Data/Skins/spec/g19-m2.gif,0.0646900269541779,0.9353099730458221,0.20485175202156333,0.19946091644204852,0.0862533692722372,0.15363881401617252,0.23180592991913745,0.12398921832884097
https://Data/Skins/spec/halout1.gif,0.04838709677419355,0.9516129032258065,0.22580645161290322,0.23387096774193547,0.13709677419354838,0.12903225806451613,0.1532258064516129,0.12096774193548387
https://Data/Skins/vip/3631659.gif,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
https://Data/Skins/clan/fobos_596f.gif,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
https://Data/Skins/clan/pandora_20349f.gif,1.0,0.0,0.37037037037037035,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.14814814814814814,0.14814814814814814
https://Data/Skins/paid/kal20-krampus.gif,0.05284307815953385,0.9471569218404662,0.21378340365682139,0.20755475185854932,0.10367691380349608,0.10789632308619651,0.25718304199316855,0.10990556560176813
https://Data/Skins/paid/kuf_xiii-pal-m.gif,0.020100502512562814,0.9798994974874372,0.1306532663316583,0.3417085427135678,0.08040201005025126,0.05025125628140704,0.3015075376884422,0.09547738693467336
https://Data/Skins/spec/dobryklaun1.gif,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
https://Data/Skins/spec/out-ryjek.gif,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5
https://Data/Skins/spec/maj-nosacz2.gif,0.4,0.6,0.2,0.2,0.2,0.0,0.4,0.0
https://Data/Skins/vip/473065_3.gif,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
https://Data/Skins/paid/kuf_husarz_out.gif,0.06451612903225806,0.9354838709677419,0.16129032258064516,0.27419354838709675,0.06451612903225806,0.11290322580645161,0.3064516129032258,0.08064516129032258
https://Data/Skins/paid/hallo18-m4.gif,0.08928571428571429,0.9107142857142857,0.42857142857142855,0.14285714285714285,0.05357142857142857,0.08928571428571429,0.125,0.16071428571428573
https://Data/Skins/spec/testers_out.gif,0.0,1.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333
https://Data/Skins/paid/otch3_mulan.gif,0.375,0.625,0.125,0.375,0.125,0.125,0.125,0.125
https://Data/Skins/paid/otch3_samurai.gif,0.10975609756097561,0.8902439024390244,0.08536585365853659,0.25609756097560976,0.23170731707317074,0.1951219512195122,0.12195121951219512,0.10975609756097561
https://Data/Skins/trop/10/f_tr02.gif,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
