SkinUrl,LevelMean,LevelStd
Data/Skins/bd/10/f_bd09.gif,23.07061790668348,20.49365664410189
Data/Skins/bd/10/f_bd18.gif,21.75151515151515,18.60839633366379
Data/Skins/bd/10/m_bd01.gif,24.501012145748987,22.96588551981437
Data/Skins/bd/10/m_bd04.gif,21.09915611814346,18.2002521443151
Data/Skins/bd/100/f_bd04.gif,131.0,39.908549305785435
Data/Skins/bd/100/f_bd05.gif,145.74329501915707,53.63336363920257
Data/Skins/bd/100/m_bd07.gif,146.88311688311688,51.91432711839943
Data/Skins/bd/100/m_bd08.gif,137.86711711711712,44.43538845306707
Data/Skins/bd/100/m_bd21.gif,150.42390758412859,56.086698061991314
Data/Skins/bd/20/f_bd02.gif,32.145719489981786,21.936052651146493
Data/Skins/bd/20/f_bd17.gif,29.1606914212548,15.55331527107239
Data/Skins/bd/20/m_bd02.gif,32.436604189636164,28.22073010894285
Data/Skins/bd/20/m_bd03.gif,27.537454323995128,11.938671173238543
Data/Skins/bd/30/f_bd07.gif,43.837037037037035,23.43559208191595
Data/Skins/bd/30/f_bd12.gif,43.30053908355795,22.398006339138895
Data/Skins/bd/30/m_bd14.gif,37.046747967479675,16.278831513918995
Data/Skins/bd/30/m_bd15.gif,37.79854368932039,12.45080627708201
Data/Skins/bd/30/m_bd16.gif,37.55483870967742,12.203886405407053
Data/Skins/bd/40/f_bd06.gif,53.34,29.257438680116984
Data/Skins/bd/40/f_bd10.gif,53.98110236220472,29.54485904423584
Data/Skins/bd/40/m_bd10.gif,50.24367317425886,20.911418826871145
Data/Skins/bd/40/m_bd13.gif,50.42691415313225,20.98271335141921
Data/Skins/bd/40/m_bd28.gif,53.43712574850299,24.976243236242716
Data/Skins/bd/50/f_bd03.gif,59.56122448979592,13.592043098760733
Data/Skins/bd/50/f_bd08.gif,61.05128205128205,17.3471954980291
Data/Skins/bd/50/m_bd22.gif,61.77732793522267,32.227516460647244
Data/Skins/bd/50/m_bd24.gif,65.32328767123288,28.92933091109646
Data/Skins/bd/50/m_bd27.gif,58.521315468940315,18.15247482986453
Data/Skins/bd/60/f_bd13.gif,82.62275449101796,40.2769952526742
Data/Skins/bd/60/f_bd16.gif,78.86705202312139,30.908900482702446
Data/Skins/bd/60/m_bd18.gif,82.78599221789884,46.55118275098458
Data/Skins/bd/60/m_bd19.gif,76.62862796833772,33.60826471459345
Data/Skins/bd/60/m_bd20.gif,71.68376068376068,26.667642600051924
Data/Skins/bd/70/f_bd14.gif,81.57142857142857,20.566963801203133
Data/Skins/bd/70/f_bd15.gif,91.33333333333333,37.61520908890791
Data/Skins/bd/70/m_bd09.gif,97.7352371732817,41.7117293514488
Data/Skins/bd/70/m_bd17.gif,93.71020408163265,35.919218592592486
Data/Skins/bd/70/m_bd26.gif,99.15705128205128,42.089680112641624
Data/Skins/bd/80/f_bd01.gif,94.1413043478261,27.79895702120485
Data/Skins/bd/80/f_bd11.gif,109.06060606060606,42.51407626358496
Data/Skins/bd/80/m_bd11.gif,109.66519823788546,44.85170032915454
Data/Skins/bd/80/m_bd23.gif,102.69396551724138,38.31184819798083
Data/Skins/bd/80/m_bd25.gif,91.65300546448087,27.814302603132084
Data/Skins/bd/90/f_bd19.gif,128.43333333333334,57.1342540732418
Data/Skins/bd/90/f_bd20.gif,121.27450980392157,48.36820378363147
Data/Skins/bd/90/m_bd05.gif,113.3061224489796,41.039966566806754
Data/Skins/bd/90/m_bd06.gif,121.5741935483871,42.615074412700004
Data/Skins/bd/90/m_bd12.gif,127.86363636363636,46.92086314337282
Data/Skins/cahir02.gif,309.0,
Data/Skins/cahir03.gif,17.0,
Data/Skins/cahir05.gif,75.6,102.30982357525596
Data/Skins/clan/aequus_44f.gif,210.6,97.63861940851068
Data/Skins/clan/aequus_44m.gif,251.21428571428572,58.15455597760491
Data/Skins/clan/aerials_222m.gif,232.66666666666666,12.423096769056148
Data/Skins/clan/aldous_1170f.gif,65.0,9.521904571390468
Data/Skins/clan/aldous_1170m.gif,65.47058823529412,17.35697859312942
Data/Skins/clan/aldous_1259f.gif,59.375,24.92811092493201
Data/Skins/clan/aldous_1259m.gif,56.64,18.238877889460927
Data/Skins/clan/aldous_139f.gif,67.5,57.27564927611035
Data/Skins/clan/aldous_139m.gif,241.0,86.20076234333096
Data/Skins/clan/aldous_146m.gif,136.5,65.76093065034893
Data/Skins/clan/aldous_1493m.gif,59.0,
Data/Skins/clan/aldous_1836f.gif,74.2,17.123083834403193
Data/Skins/clan/aldous_1836m.gif,76.8076923076923,23.647442535325855
Data/Skins/clan/aldous_1915f.gif,59.5,7.231873892705818
Data/Skins/clan/aldous_1915m.gif,58.5,6.752777206453654
Data/Skins/clan/aldous_2101m.gif,211.0,29.698484809834994
Data/Skins/clan/aldous_816f.gif,103.0,
Data/Skins/clan/aldous_816m.gif,93.66666666666667,8.08290376865476
Data/Skins/clan/astraja_27f.gif,167.33333333333334,74.3796567169635
Data/Skins/clan/astraja_27m.gif,114.4,51.35973347109798
Data/Skins/clan/asylum_1f.gif,180.5,51.61879502661797
Data/Skins/clan/ataentsic_15f.gif,271.0,
Data/Skins/clan/ataentsic_15m.gif,160.0,50.43147165543886
Data/Skins/clan/ataentsic_63f.gif,99.25,41.19552680293612
Data/Skins/clan/ataentsic_63m.gif,108.38461538461539,56.62234314817556
Data/Skins/clan/avalon_44f.gif,268.0,60.81118318204309
Data/Skins/clan/avalon_44m.gif,156.5,89.68994210214272
Data/Skins/clan/badzior_125f.gif,190.71428571428572,55.02034255834923
Data/Skins/clan/badzior_125m.gif,221.66666666666666,59.06327613869123
Data/Skins/clan/badzior_4f.gif,136.25,59.790606843104264
Data/Skins/clan/badzior_4m.gif,167.5,67.06340283642041
